,v1,v2,Unnamed: 2,Unnamed: 3,Unnamed: 4,Text_clean,sentiment
3283,ham,ALRITE SAM ITS NIC JUST CHECKIN THAT THIS IS UR NUMBER SO IS IT T B*,,,,alrite sam nic checkin ur number b*,positive
3284,ham,They are just making it easy to pay back  I have   lt  gt  yrs to say but i can pay back earlier  You get ,,,,making easy pay back lt gt yrs say pay back earlier get,positive
3285,ham,Not to worry  I m sure you ll get it ,,,,worry sure get,negative
3286,ham,The gas station is like a block away from my house  you ll drive right by it since armenia ends at swann and you have to take howard,,,,gas station like block away house drive right since armenia ends swann take howard,negative
3287,spam,Someone U know has asked our dating service  contact you  Cant Guess who  CALL  NOW all will be revealed  POBox   LSHB p ,,,,someone u know asked dating service contact cant guess call revealed pobox lshb p,positive
3288,spam,Camera   You are awarded a SiPix Digital Camera  call  fromm landline  Delivery within  days,,,,camera awarded sipix digital camera call fromm landline delivery within days,positive
3289,ham,My tuition is at   Hm we go for the  to  one  Do you mind ,,,,tuition hm go one mind,positive
3290,ham,I m not smoking while people use \wylie smokes too much\  to justify ruining my shit ,,,,smoking people use \wylie smokes much\ justify ruining shit,negative
3291,ham,Dear good morning how you feeling dear,,,,dear good morning feeling dear,positive
3292,ham,A little  Meds say take once every  hours  It s only been  but pain is back  So I took another  Hope I don t die,,,,little meds say take every hours pain back took another hope die,negative
3293,ham,Beautiful tomorrow never comes  When it comes  it s already TODAY  In the hunt of beautiful tomorrow don t waste your wonderful TODAY  GOODMORNING  ,,,,beautiful tomorrow never comes comes already today hunt beautiful tomorrow waste wonderful today goodmorning,positive
3294,ham,Dunno lei Ì_ all decide lor  How abt leona  Oops i tot ben is going n i msg him ,,,,dunno lei ì_ decide lor abt leona oops tot ben going n msg,positive
3295,ham,Hi there  We have now moved in our pub   Would be great  c u if u cud come up ,,,,hi moved pub would great c u u cud come,positive
3296,spam,Todays Voda numbers ending  are selected to receive a   award  If you hava a match please call  quoting claim code  standard rates app ,,,,todays voda numbers ending selected receive award hava match please call quoting claim code standard rates app,positive
3297,spam,This message is free  Welcome to the new   improved Sex   Dogging club  To unsubscribe from this service reply STOP  msgs p  only,,,,message free welcome new improved sex dogging club unsubscribe service reply stop msgs p,positive
3298,ham,Honeybee Said  *I m d Sweetest in d World* God Laughed  amp  Said  *Wait U Havnt Met d Person Reading This Msg* MORAL  Even GOD Can Crack Jokes  GM GN GE GN  ,,,,honeybee said *i sweetest world* god laughed amp said *wait u havnt met person reading msg* moral even god crack jokes gm gn ge gn,positive
3299,ham,Just do what ever is easier for you,,,,ever easier,positive
3300,spam,RCT  THNQ Adrian for U text  Rgds Vatian,,,,rct thnq adrian u text rgds vatian,positive
3301,ham,Stop calling everyone saying I might have cancer  My throat hurts to talk  I can t be answering everyones calls  If I get one more call I m not babysitting on Monday,,,,stop calling everyone saying might cancer throat hurts talk answering everyones calls get one call babysitting monday,negative
3302,ham,It ll be tough  but I ll do what I have to,,,,tough,negative
3303,ham,IM GONNAMISSU SO MUCH I WOULD SAY IL SEND U A POSTCARD BUTTHERES ABOUTAS MUCH CHANCE OF MEREMEMBERIN ASTHERE IS OFSI NOT BREAKIN HIS CONTRACT  LUV Yaxx,,,,im gonnamissu much would say il send u postcard buttheres aboutas much chance merememberin asthere ofsi breakin contract luv yaxx,positive
3304,ham,Ee msg na poortiyagi odalebeku  Hanumanji  name  Hanuman  Bajarangabali  Maruti  Pavanaputra  Sankatmochan  Ramaduth  Mahaveer ee  name   lt  gt   janarige ivatte kalisidare next saturday olage ondu good news keluviri  Maretare inde  dodda problum nalli siguviri idu matra   lt  gt    true  Don t neglet ,,,,ee msg na poortiyagi odalebeku hanumanji name hanuman bajarangabali maruti pavanaputra sankatmochan ramaduth mahaveer ee name lt gt janarige ivatte kalisidare next saturday olage ondu good news keluviri maretare inde dodda problum nalli siguviri idu matra lt gt true neglet,positive
3305,ham,HI DARLIN I FINISH AT  DO U   PICK ME UP OR MEET ME  TEXT BACK ON THIS NUMBER LUV KATE XXX,,,,hi darlin finish u pick meet text back number luv kate xxx,positive
3306,ham,Set a place for me in your heart and not in your mind  as the mind easily forgets but the heart will always remember  Wish you Happy Valentines Day ,,,,set place heart mind mind easily forgets heart always remember wish happy valentines day,positive
3307,ham,But i m surprised she still can guess right lor ,,,,surprised still guess right lor,positive
3308,ham,Okie Ì_ wan meet at bishan  Cos me at bishan now  I m not driving today ,,,,okie ì_ wan meet bishan cos bishan driving today,positive
3309,ham,Oh ho  Is this the first time u use these type of words,,,,oh ho first time u use type words,positive
3310,ham,HI DARLIN HOW WAS WORK DID U GET INTO TROUBLE  IJUST TALKED TO YOUR MUM ALL MORNING  I HAD A REALLY GOOD TIME LAST NIGHT IM GOIN OUT SOON BUT CALL ME IF U CAN,,,,hi darlin work u get trouble ijust talked mum morning really good time last night im goin soon call u,positive
3311,ham,I know you are serving  I mean what are you doing now ,,,,know serving mean,positive
3312,ham,Huh  Hyde park not in mel ah  opps  got confused  Anyway  if tt s e best choice den we juz have to take it ,,,,huh hyde park mel ah opps got confused anyway tt e best choice den juz take,positive
3313,ham,Oh gei  That happend to me in tron  Maybe ill dl it in d when its out,,,,oh gei happend tron maybe ill dl,negative
3314,spam,FREE MESSAGE Activate your  FREE Text Messages by replying to this message with the word FREE For terms   conditions  visit www  com,,,,free message activate free text messages replying message word free terms conditions visit www com,positive
3315,ham,I know girls always safe and selfish know i got it pa  Thank you  good night ,,,,know girls always safe selfish know got pa thank good night,positive
3316,ham,No worries  hope photo shoot went well  have a spiffing fun at workage  ,,,,worries hope photo shoot went well spiffing fun workage,positive
3317,ham,I m freezing and craving ice  Fml,,,,freezing craving ice fml,negative
3318,ham,Kay  Since we are out already ,,,,kay since already,positive
3319,ham,Eh sorry leh  I din c ur msg  Not sad already lar  Me watching tv now  U still in office ,,,,eh sorry leh din c ur msg sad already lar watching tv u still office,negative
3320,ham,Yo im right by yo work,,,,yo im right yo work,positive
3321,ham,Ok darlin i supose it was ok i just worry too much i have to do some film stuff my mate and then have to babysit again  But you can call me there xx,,,,ok darlin supose ok worry much film stuff mate babysit call xx,positive
3322,ham,She said   do u mind if I go into the bedroom for a minute      OK   I sed in a sexy mood  She came out  minuts latr wid a cake n My Wife ,,,,said u mind go bedroom minute ok sed sexy mood came minuts latr wid cake n wife,positive
3323,ham,I don wake since  I checked that stuff and saw that its true no available spaces  Pls call the embassy or send a mail to them ,,,,wake since checked stuff saw true available spaces pls call embassy send mail,positive
3324,ham,Nope  Juz off from work ,,,,nope juz work,positive
3325,ham,Huh so fast  Dat means u havent finished painting ,,,,huh fast dat means u havent finished painting,positive
3326,ham, what number do u live at  Is it  ,,,,number u live,positive
3327,ham,No we put party  days a week and study lightly  I think we need to draw in some custom checkboxes so they know we re hardcore,,,,put party days week study lightly think need draw custom checkboxes know hardcore,positive
3328,ham,Sac will score big hundred he is set batsman  ,,,,sac score big hundred set batsman,positive
3329,ham,Send me yetty s number pls ,,,,send yetty number pls,positive
3330,ham,How much it will cost approx   Per month ,,,,much cost approx per month,positive
3331,ham,Ok  The theory test  when are Ì_ going to book  I think it s on  may  Coz thought wanna go out with jiayin  But she isnt free,,,,ok theory test ì_ going book think may coz thought wanna go jiayin isnt free,negative
3332,spam,You are being contacted by our dating service by someone you know  To find out who it is  call from a land line   PoBoxWTGP,,,,contacted dating service someone know find call land line poboxwtgp,positive
3333,ham,That s fine  have him give me a call if he knows what he wants or has any questions,,,,fine give call knows wants questions,positive
3334,ham,Sorry  got a late start  we re on the way,,,,sorry got late start way,negative
3335,ham,Then u go back urself lor ,,,,u go back urself lor,positive
3336,ham,I AM AT THE GAS STATION  GO THERE ,,,,gas station go,positive
3337,ham,K  if u bored up just come to my home ,,,,k u bored come home,negative
3338,ham,Babe   I LOVE YOU   *covers your face in kisses*,,,,babe love *covers face kisses*,positive
3339,ham,Like I made him throw up when we were smoking in our friend s car one time  it was awesome,,,,like made throw smoking friend car one time awesome,positive
3340,ham,Still i have not checked it da     ,,,,still checked da,positive
3341,ham,You will go to walmart  I ll stay ,,,,go walmart stay,positive
3342,ham,I haven t forgotten you  i might have a couple bucks to send you tomorrow  k  I love ya too,,,,forgotten might couple bucks send tomorrow k love ya,positive
3343,ham,Oh great  I ll disturb him more so that we can talk ,,,,oh great disturb talk,positive
3344,ham,Reverse is cheating  That is not mathematics ,,,,reverse cheating mathematics,negative
3345,ham,U re welcome  Caught u using broken english again ,,,,u welcome caught u using broken english,negative
3346,ham,No problem baby  Is this is a good time to talk  I called and left a message ,,,,problem baby good time talk called left message,positive
3347,ham,Sorry  I ll call later,,,,sorry call later,negative
3348,ham,Oh is it  Which brand ,,,,oh brand,positive
3349,ham,Sorry i cant take your call right now  It so happens that there r waxsto do wat you want  She can come and ill get her medical insurance  And she ll be able to deliver and have basic care  I m currently shopping for the right medical insurance for her  So just give me til friday morning  Thats when i ll see the major person that can guide me to the right insurance ,,,,sorry cant take call right happens r waxsto wat want come ill get medical insurance able deliver basic care currently shopping right medical insurance give til friday morning thats see major person guide right insurance,positive
3350,ham,At what time are you coming ,,,,time coming,positive
3351,ham,Call him and say you not coming today ok and tell them not to fool me like this ok,,,,call say coming today ok tell fool like ok,positive
3352,ham,I emailed yifeng my part oredi  Can Ì_ get it fr him ,,,,emailed yifeng part oredi ì_ get fr,positive
3353,ham,R u sure they ll understand that  Wine * good idea just had a slurp ,,,,r u sure understand wine * good idea slurp,positive
